Noninfected,8 hpi,12 hpi
0.87515863,1.013415722,0.585313591
3.240690896,0.76693266,0.859641127
0.361819926,0.639250011,2.386855953
0.772064121,0.872189819,1.372487204
3.123454655,0.402925761,2.120414217
5.271757432,0.540488443,2.723354764
2.636202967,0.895560525,2.570881422
0.834442814,16.44283356,2.991218668
8.279599224,1.718661149,3.003401092
0.732772262,3.828251482,5.829968691
0.347426426,6.035184542,1.800071019
1.362528823,0.439286945,4.422828107
2.507644992,8.575093217,0.199387602
1.270123409,6.953251863,4.102559109
6.533372182,0.773838462,1.072023197
0.699858815,2.900184399,16.06221798
8.916135448,12.45173161,1.789880579
6.535950532,10.85755865,0.531495941
1.22251544,1.11232337,5.534700664
5.632448965,2.785942388,2.727421344
5.714306708,1.745928331,1.479102857
4.44160841,0.771541761,1.678867339
1.341430393,0.627222904,0.458778607
2.03053397,1.296323686,3.367097108
1.53311308,5.447117967,0.180627417
1.654548581,3.087666204,3.44116637
1.97185166,4.015696206,0.312105245
0.665717264,0.838703637,9.754625182
9.448873329,0.035313708,1.930995176
6.895559611,3.076445255,9.712186174
3.814849921,0.787055839,2.578601924
0.709398788,3.001658039,1.294048497
2.085143454,5.651923378,3.421863671
0.698374974,0.489936521,2.55126946
0.742340868,0.399002685,2.379129721
0.112083757,2.872005548,0.290695635
1.220323356,6.005731332,0.767856332
8.251246276,0.424979733,8.921676419
0.234238112,1.816014767,0.770942014
0.611026974,1.158727911,2.734668676
2.968934344,3.689179574,2.032554708
0.542660115,3.269575974,17.21563108
0.657753753,0.874546453,1.853813887
1.267994828,1.943131521,1.825397724
1.804114198,3.505651498,0.245293656
0.210069647,1.083752771,1.728263477
1.396488868,0.4744277,1.040256505
0.60697945,11.61568844,0.634009585
1.092665891,2.425748437,2.133504397
2.992814924,2.186940586,1.667258991
0.209146098,1.024715398,6.089321322
0.663929746,1.778078814,6.423500201
1.99074273,3.219330588,1.311487705
1.165114747,0.242642243,2.260124241
5.192911183,2.781515515,1.063622889
3.427336181,0.724539198,3.363760018
0.979144008,0.529340735,0.252152855
10.27411723,4.761608818,3.468602722
0.623173258,1.062489376,1.302664773
0.400531408,0.864261805,1.360100493
3.380271789,1.16135362,2.578127614
6.239365971,2.004986479,1.570489988
0.439099979,3.73744547,1.130372063
0.98734932,0.142457788,7.688045806
1.503830139,,3.555273232
0.563489751,,4.73138488
1.395765643,,7.564599638
2.936957598,,2.618432238
1.1168842,,2.012223474
0.568653581,,2.525880117
1.659783158,,7.084589177
3.774409867,,0.469939533
0.582294051,,0.542126504
0.603834536,,5.035960348
0.581859089,,0.775493756
0.544632144,,2.196689559
0.31741489,,0.297720479
0.939644305,,1.273725448
0.352814864,,7.12831154
1.213488964,,3.540938372
0.838545603,,2.631621853
8.369646997,,1.821588446
0.738954095,,3.453249561
2.275497237,,1.907530003
0.805343013,,3.089910428
1.565637073,,0.734839017
1.295364933,,3.089371974
1.754184195,,2.258532748
2.949127828,,0.424319185
1.329216911,,4.234039418
4.246950818,,3.556864708
2.079970238,,5.980474385
0.975587852,,5.367066905
0.504594706,,2.520942448
1.466794297,,1.379193642
0.729641413,,1.790516897
0.19209661,,2.949359071
2.009951633,,4.265307749
0.658158365,,2.889272
1.920126939,,1.375725247
1.037833606,,2.426915812
0.887309049,,1.188851437
1.094676237,,1.73035043
3.105319437,,2.600651699
0.500734318,,5.278948593
0.350400718,,0.743660524
1.320543791,,3.888465165
3.656613694,,0.468135827
6.000530073,,0.27493157
6.660395738,,5.471870487
1.483130707,,1.117609158
1.344207713,,2.23543799
0.467110773,,1.523434689
1.716605996,,6.723300659
2.008546782,,0.828400833
0.518779524,,4.047570156
2.293558288,,3.002050567
0.609451787,,0.845243185
0.702575872,,4.826806194
7.910763827,,4.329901596
2.015582943,,10.05187619
1.088710571,,11.56557497
3.07972144,,4.066789142
1.913112837,,1.840722196
0.643185305,,5.292377595
5.366517895,,2.928675976
0.67602763,,0.428609082
1.611898933,,1.133278965
1.131197036,,3.252592834
2.016701366,,2.304135231
1.979402018,,0.908010524
1.358245963,,3.683083665
1.578589368,,1.017569627
0.811365899,,1.670613453
2.148098398,,0.692876306
1.337008299,,0.283514065
1.347377829,,2.767061169
0.529819703,,2.952905858
0.584089279,,1.172718842
0.59370586,,1.835324354
0.423837647,,0.638852881
2.282849579,,0.698470722
0.375354538,,0.061254834
2.9844398,,4.942784009
4.645893013,,0.228783283
1.057235152,,9.454481525
0.904439985,,3.09820278
2.949010421,,3.500368947
3.239178478,,0.818751641
1.564937712,,2.512785541
3.396241093,,10.38615917
0.590238354,,4.438094623
1.535447224,,0.288097427
0.897615266,,0.152479787
0.615873106,,0.513583359
0.451673906,,6.551949903
0.634586139,,0.93752024
1.718643912,,1.716270934
0.699679577,,2.431149534
0.973676887,,1.539934648
1.786671606,,5.271726159
2.248681554,,8.521230831
0.770154747,,2.03261651
0.928063637,,0.915924122
8.821288491,,1.305308444
0.824178856,,1.451866859
6.959866915,,13.96221426
3.156744352,,5.61858953
6.522658736,,3.273583793
0.254203185,,2.986603883
1.042296128,,1.274562913
2.246145253,,0.715605812
1.062396683,,0.443421163
1.700499576,,0.353266922
1.706633235,,7.221870635
3.576659811,,10.25459691
0.965781876,,0.179866939
0.589202202,,2.712568547
0.801131486,,1.877605078
1.001284808,,0.995606135
1.171852978,,0.493386444
0.692341961,,4.702184269
3.241994678,,0.038627417
0.749184269,,1.094389328
0.734881567,,2.726314625
1.215789575,,1.74999565
0.615483901,,2.210221807
0.84262903,,0.882763076
0.880779792,,3.88973051
1.39701097,,12.85371122
3.550494769,,2.297413128
0.938042386,,11.37244252
1.351877435,,3.13215612
1.636079652,,1.631766912
1.794111748,,1.704213505
1.343460016,,0.979400009
0.683538195,,6.289780581
0.921561872,,2.040929582
0.634441619,,6.151846521
0.388749016,,0.351514192
1.52967777,,1.054631499
1.57593504,,2.260379759
,,3.072725148
,,1.499379367
,,1.696434396
,,0.425688879
,,1.95233783
,,6.576208278
,,0.571214089
,,3.276681309
,,0.634675562
,,2.595339415
,,1.513635632
,,5.117522052
,,2.380627812
,,6.232325002
,,5.331922751
,,1.559565374
,,12.05100471
,,2.459349212
,,2.019644999
,,3.78534908
,,4.057776087
,,1.12434405
,,3.852267388
,,1.050870814
,,1.693779095
,,2.285797029
,,3.215393316
,,3.369513174
,,1.685805361
,,0.218925054
,,1.30927743
,,0.988609544
,,0.056158119
,,3.555177053
,,2.103349752
,,0.616169224
,,0.194072969
,,2.118835374
,,0.965091913
,,5.319090347
,,0.261256527
