,Noninfected,8 hpi,12 hpi
0,0.01383671484375,0.008192697265625,0.01108102734375
1,0.00561695361328125,0.01651155859375,0.008857828125
2,0.0111805625,0.0041675869140625,0.013430560546875
3,0.010077091796875,0.0061284697265625,0.0269256875
4,0.008920123046875,0.0045984150390625,0.0092344609375
5,0.015121525390625,0.0093786943359375,0.0092911494140625
6,0.010698361328125,0.00536095263671875,0.00981188671875
7,0.00455283984375,0.00634014013671875,0.00448883935546875
8,0.011866294921875,0.00417804443359375,0.004598412109375
9,0.03023950390625,0.0393144296875,0.004726412109375
10,0.0053609482421875,0.014261087890625,0.009696263671875
11,0.008989583984375,0.0153763935546875,0.0075531806640625
12,0.0058637421875,0.00474606884765625,0.0117670107421875
13,0.01390367578125,0.00590929833984375,0.00981261328125
14,0.017621390625,0.0102864765625,0.01019885546875
15,0.011448537109375,0.012775833984375,0.0083027412109375
16,0.0249393515625,0.0138758134765625,0.0091723515625
17,0.0090924443359375,0.0078602158203125,0.0061197255859375
18,0.00592898828125,0.0160356513671875,0.005370158203125
19,0.0045984111328125,0.03151855859375,0.00759375048828125
20,0.00535844921875,0.039240859375,0.004791666015625
21,0.0102481884765625,0.00710015625,0.00901698046875
22,0.007470685546875,0.011179291015625,0.0102043330078125
23,0.015264927734375,0.00634012451171875,0.010396326171875
24,0.0167969296875,0.02036314453125,0.00823749609375
25,0.01486747265625,0.027813515625,0.00523966064453125
26,0.00994487890625,0.004048780517578125,0.00793342578125
27,0.008275115234375,0.047045796875,0.004424833984375
28,0.00435037060546875,0.0115448671875,0.010104275390625
29,0.008437453125,0.0078886103515625,0.0141626669921875
30,0.006494529296875,0.01716521484375,0.0113531630859375
31,0.00850940625,0.00987502734375,0.01428804296875
32,0.017739875,0.011862369140625,0.02848712890625
33,0.00512335791015625,0.00716916015625,0.01343552734375
34,0.010839638671875,0.011765111328125,0.0220676015625
35,0.0048556435546875,0.02283221875,0.0075309970703125
36,0.00782459326171875,0.010278529296875,0.0044352939453125
37,0.029472025390625,0.0260929921875,0.009256330078125
38,0.0299672890625,0.00455408251953125,0.0045343994140625
39,0.0057357197265625,0.0067605849609375,0.0056064755859375
40,0.0055893173828125,0.00455282666015625,0.0120033349609375
41,0.02132376171875,0.0092907109375,0.00518611669921875
42,0.02208588671875,0.014112845703125,0.013034349609375
43,0.0095187333984375,0.011590662109375,0.028680578125
44,0.022958625,0.00892519140625,0.0056520625
45,0.0061690458984375,0.0099311328125,0.012751669921875
46,0.00582686767578125,0.007863953125,0.01139446484375
47,0.004360818359375,0.0114783720703125,0.011524744140625
48,0.0068805244140625,0.010171974609375,0.01954919921875
49,0.00911781640625,0.0085975966796875,0.022126134765625
50,0.008789599609375,0.0064225439453125,0.008808037109375
51,0.01968214453125,0.0123240986328125,0.010463583984375
52,0.009096625,0.0075598935546875,0.0080337802734375
53,0.016293626953125,0.0083667421875,0.00730344140625
54,0.019325552734375,0.0089360224609375,0.0059812666015625
55,0.0088431328125,0.017446861328125,0.008472576171875
56,0.0087845869140625,0.01220280078125,0.0062405166015625
57,0.00640536376953125,0.00621212451171875,0.0156630703125
58,0.0096046767578125,0.01726000390625,0.009189052734375
59,0.019477482421875,0.027205671875,0.0114590390625
60,0.0089656640625,0.009189953125,0.00863819140625
61,0.005661259765625,0.012713279296875,0.004424845703125
62,0.0049848955078125,0.0074946259765625,0.0128018232421875
63,0.0057344638671875,0.018898126953125,0.009440087890625
64,0.00672411328125,0.02156623828125,0.008686765625
65,0.00679733203125,0.0066902587890625,0.00755318994140625
66,0.008178943359375,0.0047368564453125,0.017929759765625
67,0.0082375,0.0176108671875,0.0105953583984375
68,0.00666935546875,0.0213544765625,0.00707303564453125
69,0.00509368310546875,0.014331798828125,0.0092358935546875
70,0.0301810703125,0.006532119140625,0.016423875
71,0.0097642939453125,0.009355783203125,0.0066601494140625
72,0.02271815625,0.0088209599609375,0.02295209375
73,0.0156732685546875,0.0367308125,0.006128474609375
74,0.011679138671875,0.005396052734375,0.01894696484375
75,0.005358451171875,0.011663701171875,0.01064303515625
76,0.0140840517578125,0.02734041015625,0.0064693818359375
77,0.011514203125,0.04191824609375,0.00608412939453125
78,0.00855625390625,0.004360818359375,0.01367291015625
79,0.0073415087890625,0.0339281171875,0.00517563916015625
80,0.027074986328125,0.0052864775390625,0.00730136328125
81,0.0067881396484375,0.0103836708984375,0.0084978330078125
82,0.0159545712890625,0.0174805234375,0.0071265556640625
83,0.02417527734375,0.0066718544921875,0.010361947265625
84,0.010305943359375,0.00875323828125,0.0052852412109375
85,0.00546006494140625,0.0073758330078125,0.00522122900390625
86,0.00503844677734375,0.009503283203125,0.0099072705078125
87,0.0101712265625,0.03968040625,0.0048008779296875
88,0.0045344111328125,0.0048661220703125,0.009149431640625
89,0.00500333544921875,0.0115834814453125,0.0060593798828125
90,0.014725123046875,0.02905087890625,0.0127001337890625
91,0.004930123046875,0.0153021865234375,0.0161656708984375
92,0.008255439453125,0.00598377734375,0.0080522197265625
