,NI,4 hpi,8 hpi,12 hpi
0,4.678174544376945,11.326720566284722,11.633393083082936,15.727813378427308
1,4.666595197255575,13.949159691554769,5.29254587408239,4.700086551960708
2,2.310628636299134,12.029624188030992,12.04610682717326,12.261301546539219
3,7.584888976223227,8.675852477403343,11.287414682212708,8.777486148431741
4,1.9251016477637493,3.276941852519878,8.998363749604255,4.777525896528755
5,2.0992924528301886,8.922159704928964,16.515297795968994,7.26691092806364
6,3.312677266867211,11.27528826168965,6.867718774807805,8.35356664351342
7,3.3774127007514365,16.22417882815934,14.650557658509001,8.287642439492805
8,6.147018030513176,11.272159006933167,12.976250099858825,9.534244509883182
9,4.058245614035088,10.195680643214459,4.3968426413730475,7.226012477495986
10,2.97636584378794,10.419162530544316,6.540156684368247,10.724025980782487
11,4.9451381006432085,15.617510599927993,10.098931103024842,8.311836050741661
12,7.598184474123539,11.50093543406664,10.350920257370637,6.010230759566718
13,10.378358537659668,9.912510569862722,10.59192920287778,12.517391006205354
14,3.61093511033428,19.6601333218009,5.741588842643519,3.5569245738010706
15,5.541524230846571,-0.7439641658720563,9.121223881811988,6.241580753189236
16,5.102670623145401,16.552042476797354,6.304499157727752,12.758787982318333
17,2.129511677282378,6.70556269350729,14.865083235958076,4.844832099242742
18,2.5041938490214353,0.6985714419721224,11.085695835008208,3.728308634065493
19,2.7976393849976704,3.6783132459522885,12.833262034500525,16.50202030000363
20,3.883682983682984,10.641525641540914,8.45246372849317,13.113035539966052
21,3.6869292981998436,8.215437658588352,-2.327342684382158,2.8769074756125086
22,3.704863051984349,11.649387356102714,9.284176238183882,12.067456740892085
23,4.607043558850788,11.002732710068125,9.864682046127884,2.924298392050242
24,2.897000361402241,11.445533310880739,12.82194090429047,2.8910926913190473
25,4.1126715608043405,7.9527214156136035,11.249242064182415,10.697510319471279
26,8.330826075481657,9.645930287277123,11.54833118294194,20.292429928552888
27,4.443389641211783,12.173181565963228,6.518911210058127,8.845239358389112
28,3.030462065031375,6.393777906506131,4.864918298658562,6.320737290032509
29,2.129112869637651,16.754098510763416,20.848343068547614,14.024366895528448
30,6.810727423756972,3.4430210591053965,8.889420598728385,9.609730095942735
31,2.2287322768974147,23.01911983218681,2.786956816026667,7.34930884196214
32,1.997558494404883,4.815057332065849,12.475890165512544,11.487746232553144
33,2.968327445486661,19.223371107369353,12.708557709183793,8.646596820405325
34,5.217078877005347,8.53476303717108,17.23463032700956,5.291806842710931
35,1.7905378083299637,13.19279880388187,13.952357281492153,6.737168500623992
36,8.636732073351792,9.078478224591322,7.131195672502945,8.450056378155226
37,3.3437123342707915,16.496663532077108,3.8105571402438985,6.536048386090786
38,2.4904040404040404,10.58923309129563,13.385272879612033,4.967595036459501
39,1.8796788286692643,3.255411866321501,16.33006417521894,18.323383688970612
